_unit_id,query,source,product_description
711161487,nike shoes,amazon,The Range Jr. from Nike is the perfect shoe for young golfers. It features a durable mesh and synthetic leather upper and a Nike Power Platform outsole with integrated traction.
711161564,portable hard drive,amazon,Mini Portable Bluetooth Speaker
711161568,portable hard drive,amazon,"Small, portable hard drive easily backs up laptops on the go. Rugged, sporty drive offers a shock-resistant rubber enclosure that protects against rough-and-tumble use. The Titan XS is compatible with all USB connections, including the superspeed USB 3.0."
711161576,bike lock,amazon,"The Bicycle Buddy 4-digit combination cable lock is easy to set and easy to use, making life very difficult for thieves. Set a combination that you won't ever forget and your bike will be safe from theft. The compact flexible coil can extend 5-feet to wrap around benches, trees, fences and more."
711161577,bike lock,amazon,"Prevent bicycle or motorcycle theft with this durable Bicycle/ Motorcycle Utility Lock. From the makers of 'The Club' steering wheel lock, The Club Bicycle/ Motorcycle Lock is one of the toughest bike locks ever made."
711161578,bike lock,amazon,"This six foot cable lock is designed to protect a variety of items around the house, garage, farm or job site. A sturdy steel cable with a highly visible red vinyl cover protects from scratches and deters would be thieves."
711161579,bike lock,amazon,Keep your bicycle secure with the Kent Armored Flex Joint Bicycle Lock. Comes with two keys and features protective plastic to ensure your bikes stays scuff free when you lock it up. Three feet of length ensures your bike can be safely locked in any situation.
711161657,kitchen rugs,amazon,"Inspired by its surroundings, the Casablanca area rug is part of a contemporary collection of hand-hooked rugs. Highlighting bold geometric and ethnic patterns, this rug is crafted of soft polyester with a generous pile."
711161658,LED monitor,amazon,"Delicate touches make a monitor truly great, VS207D LED monitor, with 80,000,000:1 high contrast ratio, is optimized for the finest image and color quality. This approach extends to the sturdy stand and slim profile without compromising style in ensuring stability and durability."
711161663,LED monitor,amazon,"Delicate touches make a monitor truly great, VS198D LED monitor with 50,000,000:1 high contrast ratio, is optimized for the finest image and color quality. This approach extends to the sturdy stand and slim profile without compromising style in ensuring stability and durability."
711161664,LED monitor,amazon,"Get productive with an essential business monitor featuring solid performance, a 5:4 aspect ratio for business-specific applications, and energy savings-all at an attractive price point. Grow with a stylish monitor backed by HP reliability, a stable lifecycle, and HP accessory compatibility."
711162258,yoga mat,amazon,The Pure FitnessÂ® 3.5mm Lime Yoga Mat gives the cushion and traction you need for deeper stretches and poses. You'll feel amazingly grounded and balanced during your yoga sessions on this mat. A convenient carry strap is also included so you can roll up and easily take your yoga mat anywhere.
711162260,yoga mat,amazon,"Perform your yoga routine on a surface specifically designed to prevent slipping. The ZoN Yoga Mat not only provides traction when you're exercising, but also adds comfort to your yoga workouts. This durable mat is perfect for home or studio use, and can be used for Pilates, floor exercising and stretching."
711162261,yoga mat,amazon,"These durable yoga mats feature a cushioned, non-slip surface. These washable, lightweight and comfortable mats are thick, dense and not only provide adequate padding, but hold up extremely well over time."
711162263,yoga mat,amazon,"With a spacious surface, the ZoN pink yoga mat is specifically designed for comfort and to prevent slipping while performing yoga or Pilates routines. Perfect for home or studio use, this mat ensures the safety and comfort you need to enhance proper alignment and maintain poses."
711162288,candle holders,amazon,"Showcase your love of nature and elegance with this set of candle holders. With delicate details and branch feet, these holders are the perfect way to display your favorite candles."
711162290,candle holders,amazon,"A bold turquoise, this lantern-style candle holder is a classic addition to your home decor. Add your favorite candle to light up your home with this beautiful holder."
711162293,candle holders,amazon,"A versatile light green, this lantern-style candle holder is a classic addition to your home decor. Add your favorite candle to light up your home with this beautiful holder."
711162343,wine rack,amazon,"Store your wine while accenting your home. Contemporary, convenient, very urban in appeal, this handcrafted 8-Bottle iron wine rack is designed like a wall sculpture to hang behind the bar, above the counter or in multiples in the pantry."
711162344,wine rack,amazon,"This handsome wine rack is constructed of durable unstained redwood. With a wine case stored on top, this wine rack holds 132 bottles."
711162346,wine rack,amazon,"Our Jumbo Bin 120-Bottle Wine Rack is now more durable, more beautiful and more eco-friendly than ever before. Hand-cut and hand-sanded for a remarkably even color and grain."
711162347,wine rack,amazon,Safely secure your wines in the Powell Reflections wine rack. The mirrored circle accents add fun interest to the rack's arched top.
711162349,wine rack,amazon,This fun and unique wine rack is designed to hold five wine bottles. This rack is made of reclaimed wood and features iron alloy holders.
711162409,pressure cooker,amazon,"Cook your food up to 70-percent faster with this 4.5-liter stainless steel pressure cooker. This cooker is perfect for gas cookers, electric cookers, glass ceramic hotplates and induction hotplates."
711162410,pressure cooker,amazon,"Cook healthy, flavorful meals quickly and easily with this solid stainless steel pressure cooker, able to hold up to four quarts of liquid. This unit cooks three to ten times faster than ordinary cooking methods while preserving flavors and nutrients."
711162411,pressure cooker,amazon,"The Fagor Chef pressure cooker reduces cooking time up to 70-percent, making it the perfect cookware for the busy lifestyle. This amazing pressure cooker is well-crafted of 18/18 stainless steel with ergonomically designed stay-cool handles. With two pressure settings, an automatic pressure release position, and visual pressure indicator, this piece is a breeze to operate and also includes an instruction manual and stainless steel steamer basket."
711162412,pressure cooker,amazon,"Cook healthy, flavorful meals faster and more easily with this 8 Quart Stainless Steel Pressure Cooker. This cooker features a Tri-clad base that is a layer of aluminum sandwiched between two layers of stainless steel for quick, even heating."
711162414,teenage mutant ninja turtles,amazon,"This four-pack of films includes TEENAGE MUTANT NINJA TURTLES, TEENAGE MUTANT NINJA TURTLES II: SECRETS OF THE OOZE, TEENAGE MUTANT NINJA TURTLES III: TURTLES IN TIME, and TMNT."
711162416,teenage mutant ninja turtles,amazon,Boys and girls ages 3 to 7 will be attracted to Nickelodeon's Teenage Mutant Ninja Turtles with this interactive board book featuring magnetic play pieces that stick right to the page.
711162417,teenage mutant ninja turtles,amazon,"Turtle Trouble, bring the action of the Turtles into any room with this giant Teenage Mutant Ninja Turtles wall decal. This huge wall graphic of Leo, Raph, Mikey, and Don is the perfect way to dress up the wall of any TMNT fan. Like all RoomMates, the wall decal is removable and repositionable, and can be moved around countless times without damage or residue. Stick it up on any wall or flat surface to decorate, then move it around when you're ready for a change."
711164943,snow boots,amazon,"Fight the freezing cold and mountains of snow with these MUK LUKS snow boots. Not only are these snow boots sure to keep your feet toasty warm and dry on the cold, wet days but they will do it with style."
711164945,snow boots,amazon,"Your little girl will look adorable while staying warm with these stylish snow boots. These lovely infant snow boots feature a decorative butterfly knot, fully fur lined interior and very light rubber outsole for all day wear."
711164946,snow boots,amazon,Bundle up and stay cozy with these faux suede mid-calf boots by Rck Bella. These cold weather boots are built atop a flexible rubber outsole with padding inside for walking comfort.
711164947,snow boots,amazon,These Via Pinky kid's big girls cute short cold weather boots feature faux suede and embellishments to blend practical style with glamour. The man-made outsole lends lasting traction and wear.
711164949,snow boots,amazon,Your little one will not find a better friend than the super fun Via Pinky booties. These warm boots feature faux suede and faux fur. The warm lining offers plush comfort and freshness whatever the season.
711164950,snow boots,amazon,"Add this versatile cotton/spandex unitard to your collection of wardrobe staples and increase your styling possibilities. Wear this piece under skirts and pants, or wear it while getting in a good workout. Choose from several popular colors."
711164951,snow boots,amazon,Bundle up and stay cozy with these mid-calf boots designed with glinting rhinestones studs. These cold weather boots are built atop a flexible rubber outsole with padding inside for walking comfort.
711164952,snow boots,amazon,Cowboy up in cute style with these fully lined infant baby girl's snow boots accented with rhinestones. These baby snow shoes feature faux suede uppers and a light outsole and are also slip resistant and waterproof.
711164953,snow boots,amazon,Bundle up and stay cozy with these mid-calf boots designed with a knit sweater-style shaft. These cold weather boots are built atop a flexible rubber outsole with padding inside for walking comfort.
711165057,rachel ray cookware,amazon,Cook and bake like a professional with this six-piece utensil set from Rachael Ray. An orange silicone highlights these essential tools.
711165060,rachel ray cookware,amazon,"The Rachael Ray Porcelain II Cookware Collection offers performance, a fun red gradient, and solid construction. This stylish and functional 12-piece cookware set has the essential shapes and sizes needed in any kitchen."
711165061,rachel ray cookware,amazon,"Create numerous delectable meals and countless cherished memories with the Rachael Ray Cucina hard-anodized nonstick cookware set. The durable pots and pans are sturdily crafted from hard-anodized aluminum which provides fast, even heating and helps to reduce hot spots that can burn foods. The appealing espresso-colored nonstick is PFOA-free and long-lasting to provide easy food release and cleanup. Offering a comfortable grasp, the cookwareâ€™s rustically-styled silicone-over-stainless-steel handles are dual riveted for added strength and boast an earthy, modern hue for a dash of color."
711165062,rachel ray cookware,amazon,"This versatile 10-piece cookware set from Rachael Ray features a durable enamel-coated construction, necessary to whip up tasty meals for family and friends. This set has all of the basic cookware shapes and sizes needed to make great-tasting dishes."
711165063,rachel ray cookware,amazon,"This versatile 10-piece cookware set from Rachael Ray features a durable enamel-coated construction, necessary to whip up tasty meals for family and friends. This set has all of the basic cookware shapes and sizes needed to make great-tasting dishes."
711165064,rachel ray cookware,amazon,"This versatile 10-piece cookware set from Rachael Ray features a durable enamel-coated construction, necessary to whip up tasty meals for family and friends. This set has all of the basic cookware shapes and sizes needed to make great-tasting dishes."
711165066,rachel ray cookware,amazon,"Create numerous delectable meals and countless cherished memories with the Rachael Ray Cucina Hard-Anodized Nonstick 12-piece Cookware Set. The durable pots and pans in this artisan-styled cookware set are sturdily crafted from hard-anodized aluminum which provides fast, even heating and helps to reduce hot spots that can burn foods. The appealing espresso-colored nonstick is PFOA-free and long-lasting to provide easy food release and cleanup. Offering a comfortable grasp, the rustically designed cookware's silicone-over-stainless-steel handles are dual riveted for added strength and boast an earthy, modern hue for a dash of color. The saucepans, stockpot and saute feature shatter-resistant glass lids with wide stainless steel rims and allow simmering stews and sauces to be monitored without losing heat or moisture. Along with two skillets, the cookware set also offers a sturdy yet flexible slotted nylon turner and spoon that match the handles' color. Dishwasher safe for convenience, this cookware set makes a handsome addition to serveware, dinnerware and other cookware pieces in the rustic, modern Rachael Ray Cucina collections."
711165067,rachel ray cookware,amazon,"Enhance your cooking experience with the durable, artisan-styled pots and pans in this Rachael Ray Cucina nonstick 12-piece cookware set. Sturdily crafted from hard-anodized aluminum, this attractive cookware provides fast, even heating, for efficient use. The appealing espresso-colored nonstick is PFOA-free and long-lasting to provide easy food release and cleanup. Offering a comfortable grasp, the rustically designed silicone over stainless steel handles are dual riveted for added strength and boast a modern hue for a dash of color. The shatter-resistant glass lids with wide stainless steel rims and allow simmering soups and sauces to be monitored without losing heat or moisture. This incredible cookware set also offers a sturdy yet flexible slotted nylon turner and spoon. Oven safe to 400 degrees Fahrenheit, the pots and pans are suitable for all stovetops, excluding induction."
711165070,rachel ray cookware,amazon,"The Rachael Ray Porcelain II Cookware Collection offers performance, a fun orange gradient, and solid construction. This stylish and functional 12-piece cookware set has the essential shapes and sizes needed in any kitchen."
711165180,kitchenaid mixer,amazon,"Conveniently grind, slice, shred and puree with this attachment pack from KitchenAid. This stand mixer attachment pack includes a grinder, a slicer and shredder, and a fruit and vegetable strainer."
